,location,total_sqft,bath,price,bhk
5877,Sarjapur  Road,920.0,2.0,40.0,2
5878,Sarjapur  Road,3044.0,3.0,183.0,3
5879,Sarjapur  Road,1163.0,2.0,62.0,3
5880,Sarjapur  Road,3004.0,4.0,158.0,3
5881,Sarjapur  Road,1877.0,4.0,150.0,3
5882,Sarjapur  Road,1115.0,2.0,50.0,2
5883,Sarjapur  Road,1229.0,2.0,70.0,2
5884,Sarjapur  Road,1342.0,2.0,70.0,2
5885,Sarjapur  Road,1711.0,3.0,110.0,3
5886,Sarjapur  Road,1484.0,2.0,65.0,3
5887,Sarjapur  Road,1115.0,2.0,50.0,2
5888,Sarjapur  Road,1220.0,3.0,57.0,3
5889,Sarjapur  Road,1050.0,2.0,63.5,2
5890,Sarjapur  Road,1350.0,2.0,102.0,2
5891,Sarjapur  Road,2990.0,4.0,240.0,4
5892,Sarjapur  Road,1035.0,2.0,49.0,2
5893,Sarjapur  Road,1457.0,3.0,85.0,3
5894,Sarjapur  Road,1685.0,3.0,135.0,3
5895,Sarjapur  Road,1350.0,2.0,68.0,2
5896,Sarjapur  Road,1200.0,3.0,70.0,3
5897,Sarjapur  Road,1157.0,2.0,53.99,3
5898,Sarjapur  Road,1385.0,3.0,55.0,3
5899,Sarjapur  Road,1700.0,3.0,79.9,3
5900,Sarjapur  Road,984.0,2.0,55.0,2
5901,Sarjapur  Road,1864.0,3.0,105.0,4
5902,Sarjapur  Road,1157.0,2.0,57.84,3
5903,Sarjapur  Road,3385.0,6.0,142.0,4
5904,Sarjapur  Road,1320.0,2.0,100.0,2
5905,Sarjapur  Road,1984.0,4.0,145.0,3
5906,Sarjapur  Road,1773.0,2.0,85.125,3
5907,Sarjapur  Road,1800.0,3.0,90.0,4
5908,Sarjapur  Road,7800.0,6.0,385.0,5
5909,Sarjapur  Road,1550.0,2.0,89.0,3
5910,Sarjapur  Road,2425.0,5.0,201.0,4
5911,Sarjapur  Road,1691.0,3.0,113.0,3
5912,Sarjapur  Road,1400.0,3.0,55.0,3
5913,Sarjapur  Road,2070.0,4.0,160.0,3
5914,Sarjapur  Road,1220.0,3.0,56.0,3
5915,Sarjapur  Road,1435.0,3.0,90.0,3
5916,Sarjapur  Road,1194.0,2.0,51.0,2
5917,Sarjapur  Road,1262.0,2.0,67.0,2
5918,Sarjapur  Road,1693.0,3.0,125.0,3
5919,Sarjapur  Road,1826.0,3.0,125.0,3
5920,Sarjapur  Road,1660.0,3.0,116.0,3
5921,Sarjapur  Road,1060.0,2.0,50.0,2
5922,Sarjapur  Road,1830.0,3.0,119.0,3
5923,Sarjapur  Road,984.0,2.0,45.91,2
5924,Sarjapur  Road,1929.0,4.0,101.0,3
5925,Sarjapur  Road,1525.0,2.0,65.0,3
5926,Sarjapur  Road,2900.0,4.0,240.0,4
5927,Sarjapur  Road,1059.0,2.0,68.0,2
5928,Sarjapur  Road,1577.0,3.0,65.0,3
5929,Sarjapur  Road,1157.0,2.0,74.0,3
5930,Sarjapur  Road,1700.0,3.0,118.0,3
5931,Sarjapur  Road,1691.0,3.0,120.0,3
5932,Sarjapur  Road,1929.0,3.0,103.0,3
5933,Sarjapur  Road,1308.0,2.0,75.0,2
5934,Sarjapur  Road,1580.0,3.0,125.0,3
5935,Sarjapur  Road,1797.0,4.0,95.0,3
5936,Sarjapur  Road,1763.25,3.0,98.0,3
5937,Sarjapur  Road,1826.0,3.0,130.0,3
5938,Sarjapur  Road,1550.0,2.0,98.0,3
5939,Sarjapur  Road,1145.0,2.0,49.5,2
5940,Sarjapur  Road,1450.0,2.0,75.0,3
5941,Sarjapur  Road,1819.0,3.0,100.0,3
5942,Sarjapur  Road,984.0,2.0,59.0,2
5943,Sarjapur  Road,1489.0,3.0,88.0,3
5944,Sarjapur  Road,702.0,1.0,52.0,1
5945,Sarjapur  Road,1242.0,2.0,75.0,2
5946,Sarjapur  Road,2275.0,4.0,185.0,3
5947,Sarjapur  Road,2100.0,3.0,135.0,3
5948,Sarjapur  Road,1700.0,3.0,93.5,3
5949,Sarjapur  Road,1862.0,4.0,110.0,3
5950,Sarjapur  Road,2275.0,4.0,175.0,3
5951,Sarjapur  Road,1787.0,3.0,116.0,3
5952,Sarjapur  Road,1691.0,3.0,93.01,3
5953,Sarjapur  Road,1028.0,2.0,56.0,2
5954,Sarjapur  Road,4395.0,4.0,242.0,4
5955,Sarjapur  Road,1181.0,2.0,65.0,3
5956,Sarjapur  Road,1691.0,3.0,100.0,3
5957,Sarjapur  Road,1026.0,2.0,60.55,2
5958,Sarjapur  Road,1350.0,2.0,85.0,2
5959,Sarjapur  Road,1157.0,2.0,72.0,3
5960,Sarjapur  Road,1019.0,2.0,62.0,2
5961,Sarjapur  Road,3418.0,3.0,235.0,4
5962,Sarjapur  Road,691.0,1.0,31.1,1
5963,Sarjapur  Road,994.0,2.0,45.0,2
5964,Sarjapur  Road,3913.0,5.0,176.0,4
5965,Sarjapur  Road,1130.0,2.0,55.0,2
5966,Sarjapur  Road,1881.0,3.0,145.0,3
5967,Sarjapur  Road,2275.0,4.0,182.0,3
5968,Sarjapur  Road,1525.0,2.0,65.0,3
5969,Sarjapur  Road,1346.0,2.0,67.38,2
5970,Sarjapur  Road,1881.0,3.0,145.0,3
5971,Sarjapur  Road,1045.0,2.0,42.15,2
5972,Sarjapur  Road,2880.0,3.0,211.0,4
5973,Sarjapur  Road,3418.0,2.0,222.0,4
5974,Sarjapur  Road,984.0,2.0,45.91,2
5975,Sarjapur  Road,675.0,1.0,27.0,1
5976,Sarjapur  Road,1773.0,2.0,102.92,3
5977,Sarjapur  Road,1346.0,2.0,74.03,2
5978,Sarjapur  Road,1691.0,3.0,119.0,3
5979,Sarjapur  Road,1335.0,2.0,95.0,2
5980,Sarjapur  Road,1525.0,2.0,63.0,3
5981,Sarjapur  Road,1680.0,3.0,126.0,3
5982,Sarjapur  Road,1222.0,2.0,68.0,3
5983,Sarjapur  Road,3420.0,4.0,225.0,4
5984,Sarjapur  Road,1510.0,2.0,110.0,3
5985,Sarjapur  Road,1242.0,2.0,78.0,2
5986,Sarjapur  Road,1665.0,3.0,74.93,3
5987,Sarjapur  Road,1129.0,2.0,69.0,2
5988,Sarjapur  Road,1850.0,3.0,140.0,3
5989,Sarjapur  Road,1113.0,2.0,44.5,2
5990,Sarjapur  Road,1879.0,3.0,155.0,3
5991,Sarjapur  Road,1157.0,2.0,75.0,3
5992,Sarjapur  Road,2425.0,5.0,175.0,4
5993,Sarjapur  Road,1323.0,2.0,74.0,2
5994,Sarjapur  Road,2289.0,3.0,178.0,3
5995,Sarjapur  Road,1505.0,2.0,60.0,3
5996,Sarjapur  Road,1314.0,2.0,70.44,3
5997,Sarjapur  Road,2100.0,3.0,130.0,3
5998,Sarjapur  Road,702.0,1.0,35.8,1
5999,Sarjapur  Road,1115.0,2.0,50.0,2
6000,Sarjapur  Road,1800.0,3.0,128.0,3
6001,Sarjapur  Road,2275.0,4.0,187.0,3
6002,Sarjapur  Road,1270.0,2.0,54.0,3
6003,Sarjapur  Road,1026.0,2.0,60.8,2
6004,Sarjapur  Road,1025.0,2.0,45.5,2
6005,Sarjapur  Road,1216.0,2.0,70.0,2
6006,Sarjapur  Road,1112.0,2.0,62.0,2
6007,Sarjapur  Road,1273.0,2.0,60.0,2
6008,Sarjapur  Road,1157.0,2.0,69.0,3
6009,Sarjapur  Road,1000.0,2.0,40.0,2
6010,Sarjapur  Road,1026.0,2.0,60.8,2
6011,Sarjapur  Road,1150.0,2.0,48.5,2
6012,Sarjapur  Road,1600.0,3.0,120.0,3
6013,Sarjapur  Road,1370.0,2.0,70.0,2
6014,Sarjapur  Road,1346.0,2.0,74.03,2
6015,Sarjapur  Road,475.0,1.0,26.0,1
6016,Sarjapur  Road,1197.0,2.0,56.86,2
6017,Sarjapur  Road,3040.0,4.0,135.0,4
6018,Sarjapur  Road,1660.0,2.0,116.0,3
6019,Sarjapur  Road,1194.0,2.0,57.0,2
6020,Sarjapur  Road,984.0,2.0,45.75,2
6021,Sarjapur  Road,1346.0,2.0,69.61,2
6022,Sarjapur  Road,2089.0,3.0,148.0,3
6023,Sarjapur  Road,1612.0,3.0,98.38,3
6024,Sarjapur  Road,1290.0,2.0,88.0,2
6025,Sarjapur  Road,1371.0,2.0,86.0,2
6026,Sarjapur  Road,2140.0,3.0,139.0,3
6027,Sarjapur  Road,1044.0,2.0,55.0,2
6028,Sarjapur  Road,1600.0,3.0,85.0,3
6029,Sarjapur  Road,2180.0,4.0,180.0,3
6030,Sarjapur  Road,1691.0,3.0,119.0,3
6031,Sarjapur  Road,2206.0,4.0,180.0,3
6032,Sarjapur  Road,1309.0,2.0,69.5,2
6033,Sarjapur  Road,1691.0,3.0,100.0,3
6034,Sarjapur  Road,1367.0,2.0,80.0,2
6035,Sarjapur  Road,1565.0,3.0,78.0,3
6036,Sarjapur  Road,4395.0,4.0,242.0,4
6037,Sarjapur  Road,1984.0,4.0,148.0,3
6038,Sarjapur  Road,1035.0,2.0,47.0,2
6039,Sarjapur  Road,1346.0,2.0,74.03,2
6040,Sarjapur  Road,1115.0,2.0,50.0,2
6041,Sarjapur  Road,1112.0,2.0,58.0,2
6042,Sarjapur  Road,1340.0,2.0,75.0,2
6043,Sarjapur  Road,3500.0,3.0,275.0,3
6044,Sarjapur  Road,1850.0,3.0,89.0,3
6045,Sarjapur  Road,1132.0,2.0,70.0,2
6046,Sarjapur  Road,1380.0,2.0,55.0,3
6047,Sarjapur  Road,2425.0,5.0,195.0,4
6048,Sarjapura - Attibele Road,1330.0,2.0,48.0,3
6049,Sarjapura - Attibele Road,1329.0,2.0,45.95,3
6050,Sarjapura - Attibele Road,829.0,2.0,22.8,2
6051,Sarjapura - Attibele Road,2400.0,3.0,85.0,3
6052,Sarjapura - Attibele Road,1033.0,2.0,28.41,2
6053,Sarjapura - Attibele Road,1676.0,3.0,52.0,3
6054,Sarjapura - Attibele Road,1800.0,3.0,90.0,3
6055,Sarjapura - Attibele Road,1308.0,2.0,37.0,2
6056,Sarjapura - Attibele Road,1073.0,2.0,31.77,2
6057,Sarjapura - Attibele Road,1330.0,2.0,49.0,3
6058,Sarjapura - Attibele Road,1090.0,2.0,37.0,2
6059,Sarjapura - Attibele Road,1126.0,2.0,36.0,2
6060,Sarjapura - Attibele Road,740.0,1.0,23.65,1
6061,Sarjapura - Attibele Road,1555.0,3.0,52.0,3
6062,Sector 2 HSR Layout,1296.0,2.0,75.0,2
6063,Sector 2 HSR Layout,794.0,1.0,60.0,1
6064,Sector 2 HSR Layout,1143.0,2.0,65.0,2
6065,Sector 2 HSR Layout,1665.0,3.0,110.0,3
6066,Sector 2 HSR Layout,1512.0,3.0,80.0,3
6067,Sector 2 HSR Layout,1332.0,2.0,101.0,2
6068,Sector 2 HSR Layout,1600.0,3.0,90.0,3
6069,Sector 2 HSR Layout,1231.0,2.0,66.0,2
6070,Sector 7 HSR Layout,3000.0,5.0,275.0,4
6071,Sector 7 HSR Layout,1163.0,2.0,98.86,2
6072,Sector 7 HSR Layout,1760.0,3.0,145.0,3
6073,Sector 7 HSR Layout,3900.0,3.0,300.0,3
6074,Sector 7 HSR Layout,1163.0,2.0,98.86,2
6075,Sector 7 HSR Layout,1342.0,2.0,115.0,2
6076,Sector 7 HSR Layout,1760.0,3.0,160.0,3
6077,Sector 7 HSR Layout,1760.0,3.0,142.0,3
6078,Sector 7 HSR Layout,2400.0,2.0,195.0,3
6079,Sector 7 HSR Layout,1760.0,3.0,185.0,3
6080,Sector 7 HSR Layout,1162.0,2.0,98.77,2
6081,Seegehalli,901.0,2.0,35.14,2
6082,Seegehalli,1150.0,2.0,42.9,3
6083,Seegehalli,800.0,1.0,50.0,2
6084,Seegehalli,1525.0,3.0,65.0,3
6085,Seegehalli,1118.0,2.0,37.5,2
6086,Seegehalli,1200.0,2.0,62.0,3
6087,Seegehalli,1155.0,2.0,72.0,2
6088,Seegehalli,1830.0,4.0,82.0,3
6089,Seegehalli,4000.0,3.0,235.0,3
6090,Seegehalli,3000.0,5.0,150.0,4
6091,Seegehalli,2800.0,4.0,140.0,4
6092,Seegehalli,1096.0,2.0,41.0,2
6093,Seegehalli,1420.0,2.0,46.0,3
6094,Seegehalli,920.0,2.0,27.0,2
6095,Seegehalli,1553.0,3.0,68.0,3
6096,Seegehalli,1639.0,3.0,120.0,3
6097,Seegehalli,3000.0,4.0,235.0,3
6098,Seegehalli,1134.0,2.0,45.0,2
6099,Seegehalli,1683.0,3.0,80.0,3
6100,Seegehalli,1176.0,2.0,50.0,2
6101,Seegehalli,3000.0,4.0,240.0,3
6102,Shampura,2650.0,4.0,150.0,4
6103,Shampura,1200.0,2.0,53.0,2
6104,Shampura,700.0,1.0,35.0,2
6105,Shampura,1400.0,3.0,70.0,3
6106,Shampura,1475.0,3.0,78.0,3
6107,Shampura,1700.0,3.0,75.0,3
6108,Shivaji Nagar,850.0,2.0,55.0,2
6109,Shivaji Nagar,1554.0,3.0,130.0,2
6110,Shivaji Nagar,3820.0,1.0,306.0,1
6111,Shivaji Nagar,703.0,2.0,49.5,2
6112,Shivaji Nagar,1460.0,2.0,90.0,3
6113,Shivaji Nagar,600.0,1.0,65.0,2
6114,Singasandra,1440.0,2.0,65.0,3
6115,Singasandra,1030.0,2.0,55.0,2
6116,Singasandra,3850.0,6.0,195.0,4
6117,Singasandra,1100.0,2.0,52.0,2
6118,Singasandra,1306.0,2.0,58.0,3
6119,Singasandra,1300.0,2.0,65.0,2
6120,Singasandra,3126.0,4.0,120.0,4
6121,Singasandra,1464.0,3.0,56.0,3
6122,Singasandra,1010.0,2.0,40.0,2
6123,Singasandra,1375.0,2.0,58.0,2
6124,Singasandra,1120.0,2.0,60.0,2
6125,Singasandra,1510.0,3.0,75.0,3
6126,Singasandra,1179.0,2.0,56.0,2
6127,Singasandra,1416.0,2.0,67.0,2
6128,Singasandra,1476.0,2.0,73.0,3
6129,Singasandra,1139.7,2.0,45.0,2
6130,Singasandra,1465.0,2.0,60.0,2
6131,Singasandra,1464.0,3.0,56.0,3
6132,Singasandra,1653.0,3.0,85.0,3
6133,Somasundara Palya,1255.0,2.0,67.0,2
6134,Somasundara Palya,1448.0,2.0,68.0,2
6135,Somasundara Palya,1570.0,3.0,68.0,3
6136,Somasundara Palya,1178.0,2.0,73.0,2
6137,Somasundara Palya,1260.0,2.0,60.0,2
6138,Somasundara Palya,1033.0,2.0,48.0,2
6139,Somasundara Palya,1329.0,2.0,70.0,2
6140,Somasundara Palya,2372.0,3.0,140.0,3
6141,Somasundara Palya,1185.0,2.0,70.0,2
6142,Somasundara Palya,1575.0,3.0,68.0,3
6143,Somasundara Palya,1600.0,3.0,68.0,3
6144,Somasundara Palya,1600.0,3.0,69.0,3
6145,Somasundara Palya,2400.0,3.0,140.0,4
6146,Somasundara Palya,1650.0,3.0,95.0,3
6147,Somasundara Palya,1186.0,2.0,72.0,2
6148,Somasundara Palya,1600.0,3.0,69.0,3
6149,Sompura,825.0,2.0,33.0,2
6150,Sompura,1025.0,2.0,37.0,3
6151,Sompura,1020.0,2.0,41.0,2
6152,Sompura,1126.0,2.0,39.0,2
6153,Sompura,825.0,2.0,32.0,2
6154,Sompura,1360.0,2.0,45.0,3
6155,Sompura,1350.0,2.0,47.0,3
6156,Sompura,2150.0,3.0,85.0,4
6157,Sonnenahalli,1415.0,2.0,55.0,3
6158,Sonnenahalli,896.0,2.0,43.75,2
6159,Sonnenahalli,1120.0,2.0,43.0,2
6160,Sonnenahalli,1100.0,2.0,44.0,2
6161,Sonnenahalli,1011.0,2.0,50.53,2
6162,Sonnenahalli,614.0,1.0,30.715,1
6163,Sonnenahalli,1484.0,3.0,74.18,3
6164,Sonnenahalli,1610.0,3.0,80.48,3
6165,Sonnenahalli,1415.0,2.0,65.0,3
6166,Sonnenahalli,1268.0,2.0,58.0,2
6167,Sonnenahalli,1268.0,2.0,56.0,2
6168,Sonnenahalli,605.0,1.0,30.24,1
6169,Sonnenahalli,1484.0,3.0,75.0,3
6170,Subramanyapura,929.0,2.0,50.17,2
6171,Subramanyapura,1200.0,2.0,52.0,2
6172,Subramanyapura,975.0,2.0,58.0,2
6173,Subramanyapura,1277.0,2.0,55.0,2
6174,Subramanyapura,985.0,2.0,58.0,2
6175,Subramanyapura,1245.0,2.0,68.0,3
6176,Subramanyapura,1313.0,2.0,73.0,2
6177,Subramanyapura,1313.0,2.0,66.5,2
6178,Subramanyapura,1255.0,2.0,79.0,3
6179,Subramanyapura,1330.0,3.0,72.0,3
6180,Subramanyapura,929.0,2.0,48.0,2
6181,Subramanyapura,950.0,2.0,55.0,2
6182,Subramanyapura,929.0,2.0,56.0,2
6183,Subramanyapura,1800.0,3.0,90.0,3
6184,Subramanyapura,1260.0,2.0,76.0,3
6185,Subramanyapura,1278.0,2.0,59.0,3
6186,Subramanyapura,960.0,2.0,55.0,2
6187,Subramanyapura,1260.0,2.0,73.0,3
6188,Subramanyapura,1278.0,3.0,62.71,3
6189,Subramanyapura,1278.0,3.0,70.0,3
6190,Subramanyapura,929.0,2.0,49.0,2
6191,Subramanyapura,1260.0,2.0,75.0,3
6192,Subramanyapura,1000.0,2.0,45.0,2
6193,Subramanyapura,2495.0,3.0,130.0,3
6194,Subramanyapura,929.0,1.0,51.0,2
6195,Subramanyapura,1880.0,3.0,110.0,3
6196,Subramanyapura,1800.0,3.0,80.0,3
6197,Sultan Palaya,1700.0,3.0,120.0,3
6198,Sultan Palaya,1100.0,2.0,45.0,2
6199,Sultan Palaya,900.0,2.0,45.0,2
6200,Sultan Palaya,870.0,2.0,65.0,2
6201,Sultan Palaya,1765.0,3.0,80.0,3
6202,Sultan Palaya,1713.0,3.0,125.0,3
6203,Sultan Palaya,1009.0,2.0,65.0,2
6204,Sultan Palaya,5000.0,5.0,325.0,4
6205,Sultan Palaya,1070.0,2.0,49.0,2
6206,TC Palaya,1475.0,3.0,98.0,3
6207,TC Palaya,1200.0,2.0,60.0,2
6208,TC Palaya,1200.0,2.0,66.0,3
6209,TC Palaya,1600.0,2.0,65.0,3
6210,TC Palaya,1200.0,3.0,66.0,3
6211,TC Palaya,1350.0,2.0,75.0,3
6212,TC Palaya,1240.0,2.0,60.0,2
6213,TC Palaya,1500.0,2.0,100.0,3
6214,TC Palaya,1200.0,2.0,65.0,2
6215,TC Palaya,1200.0,2.0,70.0,2
6216,TC Palaya,900.0,2.0,55.0,2
6217,TC Palaya,1200.0,2.0,66.0,3
6218,TC Palaya,1200.0,2.0,66.5,3
6219,TC Palaya,4800.0,3.0,302.0,4
6220,TC Palaya,1000.0,2.0,64.0,2
6221,TC Palaya,1100.0,3.0,50.0,3
6222,TC Palaya,900.0,2.0,55.0,2
6223,TC Palaya,1200.0,2.0,66.0,2
6224,TC Palaya,1200.0,2.0,66.0,3
6225,TC Palaya,1200.0,2.0,66.5,3
6226,TC Palaya,900.0,2.0,55.0,2
6227,TC Palaya,1200.0,2.0,66.0,3
6228,TC Palaya,900.0,2.0,55.0,2
6229,TC Palaya,1500.0,3.0,83.0,3
6230,TC Palaya,1350.0,3.0,60.0,3
6231,TC Palaya,1200.0,2.0,65.0,2
6232,TC Palaya,1500.0,2.0,75.0,2
6233,TC Palaya,1200.0,2.0,66.0,3
6234,TC Palaya,1000.0,2.0,70.0,2
6235,TC Palaya,1100.0,2.0,65.0,2
6236,TC Palaya,1200.0,3.0,66.0,3
6237,TC Palaya,1200.0,2.0,66.0,3
6238,TC Palaya,1200.0,2.0,66.0,3
6239,TC Palaya,1800.0,2.0,80.0,2
6240,TC Palaya,1200.0,2.0,66.0,3
6241,TC Palaya,1200.0,2.0,70.0,2
6242,TC Palaya,1350.0,1.0,55.0,1
6243,TC Palaya,900.0,2.0,55.0,2
6244,TC Palaya,900.0,2.0,55.0,2
6245,TC Palaya,1082.0,2.0,64.0,2
6246,TC Palaya,1995.0,3.0,100.0,3
6247,TC Palaya,1200.0,2.0,66.0,3
6248,TC Palaya,1200.0,2.0,66.0,3
6249,TC Palaya,1152.0,2.0,55.0,2
6250,TC Palaya,1200.0,2.0,66.0,3
6251,TC Palaya,1200.0,2.0,66.0,3
6252,TC Palaya,1200.0,2.0,66.0,3
6253,Talaghattapura,1868.0,3.0,131.0,3
6254,Talaghattapura,2038.0,3.0,120.0,3
6255,Talaghattapura,2106.0,3.0,126.0,3
6256,Talaghattapura,1868.0,3.0,121.0,3
6257,Talaghattapura,2106.0,3.0,126.0,3
6258,Talaghattapura,1868.0,3.0,135.0,3
6259,Talaghattapura,1856.0,3.0,135.0,3
6260,Talaghattapura,1868.0,3.0,120.0,3
6261,Talaghattapura,1804.0,3.0,115.0,3
6262,Talaghattapura,1856.0,3.0,135.0,3
6263,Talaghattapura,2254.0,3.0,153.0,3
6264,Talaghattapura,2106.0,3.0,148.0,3
6265,Talaghattapura,1856.0,3.0,135.0,3
6266,Talaghattapura,2273.0,3.0,159.0,3
6267,Talaghattapura,2099.0,3.0,147.0,3
6268,Talaghattapura,1100.0,2.0,50.0,2
6269,Talaghattapura,1100.0,2.0,49.49,2
6270,Talaghattapura,1575.0,3.0,80.0,3
6271,Talaghattapura,2273.0,3.0,145.0,3
6272,Talaghattapura,1175.0,2.0,62.0,2
6273,Talaghattapura,1804.0,3.0,127.0,3
6274,Talaghattapura,1062.0,2.0,42.48,2
6275,Talaghattapura,2038.0,3.0,122.0,3
6276,Talaghattapura,1800.0,3.0,84.0,3
6277,Talaghattapura,2265.0,3.0,159.0,3
6278,Talaghattapura,2099.0,3.0,134.0,3
6279,Thanisandra,510.0,1.0,25.25,1
6280,Thanisandra,445.0,1.0,28.0,1
6281,Thanisandra,510.0,1.0,25.25,1
6282,Thanisandra,1296.0,2.0,80.0,2
6283,Thanisandra,1436.0,3.0,74.75,3
6284,Thanisandra,2144.0,3.0,145.0,3
6285,Thanisandra,1075.0,2.0,45.8,2
6286,Thanisandra,1296.0,2.0,83.0,2
6287,Thanisandra,1825.0,3.0,100.0,3
6288,Thanisandra,2144.0,3.0,135.0,3
6289,Thanisandra,1240.0,2.0,62.0,3
6290,Thanisandra,1093.0,2.0,70.0,2
6291,Thanisandra,1265.0,2.0,79.0,3
6292,Thanisandra,1651.0,3.0,97.38,3
6293,Thanisandra,1265.0,2.0,85.0,2
6294,Thanisandra,776.0,2.0,48.145,1
6295,Thanisandra,1564.0,3.0,101.0,3
6296,Thanisandra,1183.0,2.0,58.56,2
6297,Thanisandra,1847.0,3.0,123.0,3
6298,Thanisandra,1800.0,3.0,90.0,3
6299,Thanisandra,1697.0,3.0,114.0,3
6300,Thanisandra,1050.0,2.0,45.0,2
6301,Thanisandra,3500.0,5.0,160.0,6
6302,Thanisandra,1573.0,3.0,95.0,3
6303,Thanisandra,1917.0,3.0,122.0,3
6304,Thanisandra,693.0,1.0,34.3,1
6305,Thanisandra,1098.0,2.0,68.0,2
6306,Thanisandra,760.0,1.0,50.3,1
6307,Thanisandra,1111.0,2.0,50.0,2
6308,Thanisandra,1185.0,2.0,58.68,2
6309,Thanisandra,2002.0,3.0,112.0,3
6310,Thanisandra,1634.0,3.0,78.0,3
6311,Thanisandra,2000.0,3.0,99.0,3
6312,Thanisandra,1050.0,2.0,46.0,2
6313,Thanisandra,1588.0,3.0,75.55,3
6314,Thanisandra,1697.0,3.0,115.0,3
6315,Thanisandra,1380.0,1.0,62.1,1
6316,Thanisandra,923.0,1.0,60.84,1
6317,Thanisandra,1743.0,3.0,93.25,3
6318,Thanisandra,923.0,1.0,45.69,1
6319,Thanisandra,1183.0,2.0,59.74,2
6320,Thanisandra,1296.0,2.0,72.0,2
6321,Thanisandra,1020.0,2.0,44.5,2
6322,Thanisandra,1698.0,3.0,102.0,3
6323,Thanisandra,1411.0,3.0,93.04,3
6324,Thanisandra,1996.0,3.0,135.0,3
6325,Thanisandra,1801.0,3.0,115.0,3
6326,Thanisandra,1265.0,2.0,82.0,2
6327,Thanisandra,1100.0,2.0,48.0,2
6328,Thanisandra,1917.0,4.0,113.0,3
6329,Thanisandra,662.0,1.0,42.0,1
6330,Thanisandra,2100.0,4.0,95.0,4
6331,Thanisandra,1948.0,3.0,130.0,3
6332,Thanisandra,1922.0,3.0,106.0,3
6333,Thanisandra,1098.0,2.0,74.0,2
6334,Thanisandra,1437.0,2.0,71.13,2
6335,Thanisandra,1564.0,3.0,104.0,3
6336,Thanisandra,1241.0,2.0,61.0,3
6337,Thanisandra,1200.0,2.0,65.0,3
6338,Thanisandra,1732.0,3.0,85.73,3
6339,Thanisandra,1917.0,4.0,100.0,3
6340,Thanisandra,1250.0,1.0,54.0,2
6341,Thanisandra,2127.0,3.0,135.0,3
6342,Thanisandra,2336.0,3.0,115.89,3
6343,Thanisandra,1276.0,2.0,75.0,2
6344,Thanisandra,693.0,1.0,34.3,1
6345,Thanisandra,2259.0,5.0,135.0,4
6346,Thanisandra,1265.0,2.0,78.0,2
6347,Thanisandra,1732.0,3.0,85.73,3
6348,Thanisandra,934.0,2.0,55.0,2
6349,Thanisandra,1056.0,2.0,68.0,2
6350,Thanisandra,1595.0,3.0,110.0,3
6351,Thanisandra,1411.0,3.0,93.15,3
6352,Thanisandra,1093.0,2.0,68.1,2
6353,Thanisandra,1370.0,2.0,61.0,3
6354,Thanisandra,1093.0,2.0,72.0,2
6355,Thanisandra,1200.0,2.0,53.5,2
6356,Thanisandra,1698.0,3.0,107.0,3
6357,Thanisandra,1564.0,3.0,105.0,3
6358,Thanisandra,1265.0,2.0,83.0,2
6359,Thanisandra,784.0,1.0,35.285,1
6360,Thanisandra,965.0,2.0,56.0,2
6361,Thanisandra,1546.0,3.0,95.0,3
6362,Thanisandra,777.0,1.0,38.535,1
6363,Thanisandra,1697.0,3.0,110.0,3
6364,Thanisandra,1492.0,3.0,88.0,3
6365,Thanisandra,2072.0,3.0,122.0,3
6366,Thanisandra,1880.0,3.0,120.0,3
6367,Thanisandra,760.0,1.0,50.0,1
6368,Thanisandra,1200.0,2.0,60.0,2
6369,Thanisandra,933.0,2.0,58.0,1
6370,Thanisandra,1917.0,3.0,110.0,3
6371,Thanisandra,1996.0,4.0,123.0,3
6372,Thanisandra,1183.0,2.0,77.25,2
6373,Thanisandra,1491.0,3.0,88.0,3
6374,Thanisandra,1881.0,3.0,95.0,3
6375,Thanisandra,662.0,1.0,29.0,1
6376,Thanisandra,1183.0,2.0,58.56,2
6377,Thanisandra,1564.0,3.0,100.0,3
6378,Thanisandra,662.0,1.0,45.0,1
6379,Thanisandra,1573.0,3.0,98.0,3
6380,Thanisandra,1262.0,2.0,83.0,3
6381,Thanisandra,1056.0,2.0,65.0,2
6382,Thanisandra,1131.0,2.0,55.975,2
6383,Thanisandra,1702.0,3.0,115.0,3
6384,Thanisandra,1343.0,2.0,75.0,2
6385,Thanisandra,1935.0,4.0,122.0,3
6386,Thanisandra,933.0,2.0,55.0,2
6387,Thanisandra,1183.0,2.0,77.3,2
6388,Thanisandra,662.0,1.0,38.0,1
6389,Thanisandra,1265.0,2.0,72.0,2
6390,Thanisandra,1595.0,3.0,105.0,3
6391,Thanisandra,1241.0,2.0,65.0,3
6392,Thanisandra,580.0,1.0,27.5,1
6393,Thanisandra,2087.0,4.0,139.0,3
6394,Thanisandra,1340.0,2.0,66.33,2
6395,Thanisandra,1098.0,2.0,71.0,2
6396,Thanisandra,1411.0,3.0,93.25,3
6397,Thanisandra,1262.0,2.0,65.0,3
6398,Thanisandra,1234.0,2.0,51.0,2
6399,Thanisandra,1732.0,3.0,112.0,3
6400,Thanisandra,933.0,1.0,61.0,1
6401,Thanisandra,1702.0,3.0,107.0,3
6402,Thanisandra,747.0,1.0,34.355,1
6403,Thanisandra,2030.0,4.0,125.0,3
6404,Thanisandra,1140.0,2.0,59.0,2
